sport_type,weighted_average_watts,max_heartrate,kudos_count,distance_m,start_date_local,achievement_count,start_lng,kilojoules,type,calories,elapsed_time_s,average_cadence,pr_count,total_elevation_gain_m,location_city,max_watts,max_speed_ms,start_lat,date,name,average_heartrate,commute,average_pace_min_km,suffer_score,moving_time_s,average_watts,trainer,location_country,average_speed_ms,distance_km,gear_id,id
VirtualRide,172,153.0,20,25319.4,2025-03-20T07:29:03Z,0,5.008106,648.7,VirtualRide,,3989,88.7,0,284.0,,268,17.6,50.18788,2025-03-20,MyWhoosh - Endurance #3,132.5,False,,,3989,162.6,False,,6.347,25.32,b9840788,13933676036
VirtualRide,190,162.0,19,33142.9,2025-03-18T06:53:34Z,0,54.987066,685.4,VirtualRide,,3852,89.7,0,38.0,,296,11.9,23.3582,2025-03-18,MyWhoosh - TT Speed #3,140.6,False,,,3852,177.9,False,,8.604,33.14,b9840788,13913793484
Run,357,166.0,26,7015.1,2025-03-15T09:36:11Z,2,-0.730656,919.4,Run,,2636,80.0,1,80.0,,551,4.04,52.416778,2025-03-15,Morning Run,146.8,False,6.25,,2630,349.3,False,,2.667,7.02,g22614253,13887014190
VirtualRide,166,156.0,19,31142.5,2025-03-14T07:12:01Z,0,54.621255,608.9,VirtualRide,,3751,90.0,0,56.0,,482,11.5,24.052221,2025-03-14,MyWhoosh - Zone 2 Endurance 30min,133.8,False,,,3751,162.3,False,,8.302,31.14,b9840788,13878055223
VirtualRide,183,155.0,19,26388.8,2025-03-11T05:46:49Z,0,146.715492,627.4,VirtualRide,,3726,87.8,0,258.0,,347,23.64,-19.25348,2025-03-11,MyWhoosh - Lactate Threshold #2,133.3,False,,,3726,168.4,False,,7.082,26.39,b9840788,13849055484
Run,387,185.0,53,10135.0,2025-03-09T09:31:45Z,0,-2.896186,1313.1,Run,,3429,81.7,0,66.0,,550,4.62,53.187415,2025-03-09,MBNA Chester 10k,147.7,False,5.58,,3395,386.7,False,,2.985,10.13,g22614253,13831057745
VirtualRide,168,150.0,24,31574.6,2025-03-07T06:36:04Z,0,54.62125,616.2,VirtualRide,,3819,86.7,0,56.0,,330,11.82,24.052213,2025-03-07,MyWhoosh - Pure Strength #2,131.3,False,,,3819,161.3,False,,8.268,31.57,b9840788,13811716805
VirtualRide,166,148.0,19,31306.0,2025-03-06T06:24:53Z,0,5.00811,736.3,VirtualRide,,4636,87.0,0,321.0,,378,20.44,50.187875,2025-03-06,MyWhoosh - Endurance #2,131.7,False,,,4636,158.8,False,,6.753,31.31,b9840788,13802607071
VirtualRide,187,155.0,19,33348.6,2025-03-05T06:03:03Z,0,38.43182,801.2,VirtualRide,,4519,86.1,0,339.0,,497,21.76,26.54398,2025-03-05,MyWhoosh - TT Speed #2,136.3,False,,,4519,177.3,False,,7.38,33.35,b9840788,13793245571
Walk,,114.0,27,5661.8,2025-03-01T10:30:10Z,0,-2.687478,,Walk,,6914,52.6,0,58.0,,,1.8,53.238631,2025-03-01,Morning Dog walk with the Family,85.0,False,14.95,,5079,,False,,1.115,5.66,g22614267,13758593819
VirtualRide,198,162.0,22,30123.7,2025-03-01T06:44:49Z,0,146.715471,713.9,VirtualRide,,3795,83.6,0,289.0,,580,23.14,-19.253493,2025-03-01,Morning Ride,140.5,False,,,3795,188.1,False,,7.938,30.12,b9840788,13755991993
WeightTraining,,150.0,15,0.0,2025-02-25T05:58:44Z,0,,,WeightTraining,,2378,,0,0,,,0.0,,2025-02-25,Morning Weight Training,109.1,False,,,2378,,True,,0.0,0.0,,13721813583
Run,323,170.0,24,5330.0,2025-02-24T05:21:50Z,0,,573.4,Run,,1875,79.7,0,0,,473,3.62,,2025-02-24,Morning Run,140.5,False,5.86,,1875,306.0,True,,2.843,5.33,g22614258,13712371522
VirtualRide,172,157.0,27,52113.9,2025-02-22T07:25:42Z,0,38.431807,1180.7,VirtualRide,,7256,86.3,0,516.0,,1090,21.3,26.543969,2025-02-22,MyWhoosh - Zone 2 Endurance 30min,131.2,False,,,7256,162.7,False,,7.182,52.11,b9840788,13692973946
VirtualRide,179,152.0,13,30529.6,2025-02-21T07:01:25Z,0,54.62125,609.5,VirtualRide,,3670,85.3,0,55.0,,468,11.56,24.052213,2025-02-21,MyWhoosh - Lactate Threshold #1,114.4,False,,,3670,166.1,False,,8.319,30.53,b9840788,13684556582
VirtualRide,180,175.0,16,33994.9,2025-02-20T06:58:24Z,0,54.62125,673.0,VirtualRide,,4086,85.9,0,58.0,,464,11.52,24.052184,2025-02-20,MyWhoosh - Pure Strength #1,135.7,False,,,4086,164.7,False,,8.32,33.99,b9840788,13675994252
Run,398,178.0,20,5124.0,2025-02-18T17:08:28Z,1,-2.745724,668.0,Run,,1740,80.8,1,68.0,,586,4.7,53.220379,2025-02-18,Afternoon Run,152.9,False,5.54,,1702,392.5,False,,3.011,5.12,g22614267,13662072528
VirtualRide,189,172.0,16,32690.4,2025-02-18T06:47:42Z,0,150.861694,796.0,VirtualRide,,4718,86.4,0,462.0,,644,19.4,-34.342752,2025-02-18,MyWhoosh - Endurance #1,133.9,False,,,4718,168.7,False,,6.929,32.69,b9840788,13657672262
VirtualRide,180,154.0,20,32004.1,2025-02-17T06:54:06Z,0,56.152727,664.4,VirtualRide,,3941,88.0,0,139.0,,237,16.02,24.576083,2025-02-17,MyWhoosh - TT Speed #1,137.8,False,,,3941,168.6,False,,8.121,32.0,b9840788,13648854328
VirtualRide,148,141.0,22,21543.3,2025-02-16T08:10:05Z,0,38.431801,486.8,VirtualRide,,3384,87.9,0,226.0,,290,21.32,26.543961,2025-02-16,MyWhoosh - Active Recovery,127.5,False,,,3384,143.9,False,,6.366,21.54,b9840788,13639661886
Run,356,170.0,28,10301.7,2025-02-15T08:32:08Z,1,-2.745796,1323.4,Run,,3793,79.6,1,104.0,,511,4.06,53.2204,2025-02-15,Morning Run,152.0,False,6.13,,3789,349.3,False,,2.719,10.3,g22614253,13630977217
VirtualRide,156,145.0,18,30130.7,2025-02-15T07:13:42Z,0,38.255497,579.6,VirtualRide,,3753,86.6,0,96.0,,611,13.52,26.851833,2025-02-15,MyWhoosh - Zone 2 Endurance 30min,131.4,False,,,3753,154.4,False,,8.028,30.13,b9840788,13630430677
VirtualRide,186,159.0,19,30141.6,2025-02-14T07:17:17Z,0,3.217637,668.9,VirtualRide,,3811,87.0,0,127.0,,477,16.14,51.190753,2025-02-14,MyWhoosh - Endurance with 3 x 1min,136.1,False,,,3811,175.5,False,,7.909,30.14,b9840788,13622970987
Run,321,160.0,22,6263.0,2025-02-13T17:06:05Z,2,-2.745666,806.8,Run,,2628,77.6,0,71.0,,517,3.78,53.220376,2025-02-13,Afternoon Run,139.6,False,6.85,,2573,316.0,False,,2.434,6.26,g22614267,13618647683
VirtualRide,167,146.0,18,30133.8,2025-02-13T06:58:11Z,0,56.152706,609.2,VirtualRide,,3783,85.0,0,138.0,,791,15.22,24.576094,2025-02-13,MyWhoosh - Endurance 8's,129.8,False,,,3783,161.0,False,,7.966,30.13,b9840788,13614611880
Workout,,74.0,0,0.0,2025-02-11T20:04:06Z,0,,,Workout,,333,,0,0,,,0.0,,2025-02-11,Evening Workout,59.1,False,,,333,,True,,0.0,0.0,,13602527402
Run,316,165.0,22,6207.5,2025-02-11T17:05:58Z,0,-2.745697,767.6,Run,,2680,75.0,0,66.0,,552,3.58,53.220383,2025-02-11,Afternoon Run,131.7,False,6.88,,2564,303.3,False,,2.421,6.21,g22614267,13601181937
VirtualRide,166,153.0,18,25242.7,2025-02-11T07:41:43Z,0,146.715492,586.7,VirtualRide,,3734,84.3,0,258.0,,449,23.26,-19.253488,2025-02-11,MyWhoosh - Phosphate 6,128.6,False,,,3734,157.1,False,,6.76,25.24,b9840788,13597018031
VirtualRide,154,141.0,20,31532.3,2025-02-10T05:35:18Z,0,52.20635,636.9,VirtualRide,,4208,83.7,0,200.0,,258,16.26,23.388672,2025-02-10,MyWhoosh - Zone 2 Endurance 30min,124.5,False,,,4208,151.4,False,,7.493,31.53,b9840788,13587910004
Run,335,161.0,26,9246.7,2025-02-08T10:35:19Z,1,-2.745769,1191.8,Run,,3613,78.1,0,89.0,,529,3.82,53.220407,2025-02-08,Morning Run,145.5,False,6.5,,3607,330.3,False,,2.564,9.25,,13571562485
VirtualRide,193,174.0,21,23312.8,2025-02-05T07:55:34Z,0,-70.979195,779.0,VirtualRide,,4824,79.0,0,640.0,,468,21.4,25.014507,2025-02-05,MyWhoosh - MyWhoosh Threshold,137.4,False,,,4824,161.5,False,,4.833,23.31,b9840788,13544505759
VirtualRide,189,151.0,25,30587.1,2025-02-03T05:17:56Z,0,52.206366,665.7,VirtualRide,,3659,82.5,0,200.0,,457,15.54,23.388661,2025-02-03,MyWhoosh -Free-ride volume,133.6,False,,,3659,181.9,False,,8.359,30.59,b9840788,13525239709
VirtualRide,163,142.0,25,54275.6,2025-02-02T08:34:36Z,5,54.978209,1127.0,VirtualRide,,7204,82.9,2,309.0,,462,15.66,23.402646,2025-02-02,MyWhoosh - Aerobic 15's #1,125.6,False,,,7204,156.4,False,,7.534,54.28,b9840788,13517102622
VirtualRide,131,137.0,18,27274.9,2025-01-31T06:25:00Z,0,55.300198,464.5,VirtualRide,,3619,84.6,0,52.0,,213,10.48,24.814199,2025-01-31,MyWhoosh - Active Recovery,124.1,False,,,3619,128.3,False,,7.537,27.27,b9840788,13498813397
Run,337,157.0,23,5022.0,2025-01-30T19:18:50Z,3,-2.746534,660.5,Run,,2015,77.6,0,61.0,,516,3.4,53.222228,2025-01-30,First run of the year good - Z2,141.8,False,6.69,,2015,328.0,False,,2.492,5.02,,13495552716
VirtualRide,205,174.0,22,46065.8,2025-01-30T06:00:51Z,0,3.498533,1126.0,VirtualRide,,6069,84.8,0,424.0,,652,21.44,50.761219,2025-01-30,MyWhoosh - Threshold 20,144.0,False,,,6069,185.5,False,,7.59,46.07,b9840788,13490275823
VirtualRide,182,163.0,15,30140.0,2025-01-28T06:12:16Z,0,146.495347,637.9,VirtualRide,,3921,85.2,0,228.0,,316,15.18,-19.361645,2025-01-28,MyWhoosh - Anaerobic Capacity #3,132.5,False,,,3921,162.7,False,,7.687,30.14,b9840788,13471886600
VirtualRide,168,166.0,21,30263.0,2025-01-27T05:27:07Z,0,3.21765,632.6,VirtualRide,,4185,85.4,0,127.0,,1001,16.2,51.190732,2025-01-27,MyWhoosh - Endurance #6,127.3,False,,,4185,151.1,False,,7.231,30.26,b9840788,13463250660
VirtualRide,186,155.0,22,31022.0,2025-01-26T16:19:06Z,0,54.987023,630.6,VirtualRide,,3640,87.8,0,37.0,,472,14.18,23.358186,2025-01-26,MyWhoosh - Sub Threshold CX 2min,138.3,False,,,3640,173.3,False,,8.523,31.02,b9840788,13459754463
VirtualRide,155,156.0,25,38237.4,2025-01-25T08:20:24Z,0,37.751553,953.6,VirtualRide,,6432,86.7,0,516.0,,379,22.02,26.584232,2025-01-25,MyWhoosh - Zone 2 Endurance 40min,128.9,False,,,6432,148.3,False,,5.945,38.24,b9840788,13446151654
VirtualRide,186,166.0,24,31129.1,2025-01-24T06:45:32Z,0,5.008095,764.9,VirtualRide,,4408,88.8,0,321.0,,443,20.58,50.18788,2025-01-24,MyWhoosh - Threshold 15,141.5,False,,,4408,173.5,False,,7.062,31.13,b9840788,13437716959
VirtualRide,168,157.0,21,43052.1,2025-01-23T06:10:21Z,0,56.152695,855.2,VirtualRide,,5508,86.7,0,222.0,,492,15.02,24.576105,2025-01-23,MyWhoosh - Anaerobic Capacity #2,131.0,False,,,5508,155.3,False,,7.816,43.05,b9840788,13429278182
VirtualRide,153,161.0,23,30332.8,2025-01-21T06:34:35Z,0,54.987034,549.3,VirtualRide,,3936,86.2,0,53.0,,500,14.64,23.358189,2025-01-21,MyWhoosh - Zone 2 Endurance 40min,123.8,False,,,3936,139.5,False,,7.707,30.33,b9840788,13411477426
VirtualRide,177,172.0,24,31105.3,2025-01-20T06:32:35Z,0,54.621255,603.9,VirtualRide,,3808,89.4,0,57.0,,928,13.22,24.052224,2025-01-20,MyWhoosh - Endurance #5,135.1,False,,,3808,158.6,False,,8.168,31.11,b9840788,13402896356
VirtualRide,186,161.0,21,60796.9,2025-01-18T09:31:43Z,0,-123.661551,1570.6,VirtualRide,,9013,81.9,0,889.0,,530,20.54,39.003973,2025-01-18,MyWhoosh - Sweet Spot 15,137.8,False,,,9013,174.3,False,,6.745,60.8,b9840788,13386583970
Workout,,68.0,6,0.0,2025-01-16T21:16:32Z,0,,,Workout,,333,,0,0,,,0.0,,2025-01-16,Night Workout,59.2,False,,,333,,True,,0.0,0.0,,13375906152
VirtualRide,177,157.0,18,34004.8,2025-01-16T06:52:28Z,0,3.498539,733.2,VirtualRide,,4356,77.5,0,145.0,,283,17.72,50.761224,2025-01-16,MyWhoosh - TT Power #2,136.8,False,,,4356,168.3,False,,7.806,34.0,b9840788,13368098860
VirtualRide,152,149.0,22,34049.6,2025-01-15T08:13:18Z,0,-72.806262,636.1,VirtualRide,,4298,84.7,0,100.0,,244,13.54,4.57344,2025-01-15,MyWhoosh - Endurance 12's #2,130.9,False,,,4298,148.0,False,,7.922,34.05,b9840788,13359565128
VirtualRide,167,162.0,25,30144.5,2025-01-14T04:48:01Z,0,146.715471,683.1,VirtualRide,,4357,81.9,0,285.0,,754,23.2,-19.253494,2025-01-14,MyWhoosh - Endurance #4,127.7,False,,,4357,156.8,False,,6.919,30.14,b9840788,13349310448
VirtualRide,174,158.0,25,20180.3,2025-01-12T08:53:09Z,0,37.751553,587.6,VirtualRide,,3795,86.0,0,411.0,,330,22.76,26.584232,2025-01-12,MyWhoosh - Lactate Tolerance #2,132.6,False,,,3795,154.8,False,,5.318,20.18,b9840788,13331719946
VirtualRide,169,156.0,23,26996.2,2025-01-10T07:16:44Z,0,3.498522,573.1,VirtualRide,,3617,84.6,0,138.0,,245,17.74,50.761213,2025-01-10,MyWhoosh - TT Speed #4,137.6,False,,,3617,158.4,False,,7.464,27.0,b9840788,13314202123
VirtualRide,138,141.0,21,27483.4,2025-01-09T06:59:04Z,0,56.152722,507.0,VirtualRide,,3730,83.7,0,132.0,,203,15.3,24.576083,2025-01-09,MyWhoosh - Zone 2 Endurance 40min,126.0,False,,,3730,135.9,False,,7.368,27.48,b9840788,13305590884
VirtualRide,177,164.0,19,32056.6,2025-01-08T06:31:18Z,0,-72.806236,643.3,VirtualRide,,3857,86.4,0,99.0,,261,13.28,4.573426,2025-01-08,MyWhoosh - Threshold Power #1,143.2,False,,,3857,166.8,False,,8.311,32.06,b9840788,13296811162
VirtualRide,151,140.0,21,24369.8,2025-01-07T06:31:44Z,0,146.715492,550.5,VirtualRide,,3790,82.6,0,258.0,,230,23.26,-19.253489,2025-01-07,MyWhoosh - Endurance 12's #1,124.8,False,,,3790,145.3,False,,6.43,24.37,b9840788,13287528584
VirtualRide,171,156.0,17,30401.2,2025-01-06T17:06:34Z,0,54.62125,581.0,VirtualRide,,3755,80.8,0,54.0,,1080,12.52,24.052181,2025-01-06,MyWhoosh - Lactate Tolerance #1,128.6,False,,,3755,154.7,False,,8.096,30.4,b9840788,13283063719
VirtualRide,169,158.0,20,30030.4,2025-01-04T06:27:40Z,0,-121.75802,613.8,VirtualRide,,3855,86.7,0,158.0,,267,17.0,37.414281,2025-01-04,MyWhoosh - TT Speed #3,133.8,False,,,3855,159.2,False,,7.79,30.03,b9840788,13260805751
VirtualRide,138,140.0,15,27012.8,2025-01-02T05:46:49Z,0,56.152695,500.1,VirtualRide,,3655,85.5,0,132.0,,195,15.26,24.576102,2025-01-02,MyWhoosh - Zone 2 Endurance 30min,126.8,False,,,3655,136.8,False,,7.391,27.01,b9840788,13243571875
VirtualRide,166,151.0,15,28080.0,2025-01-01T11:19:14Z,0,54.978225,604.5,VirtualRide,,3921,87.0,0,201.0,,369,15.86,23.402679,2025-01-01,MyWhoosh - Lactate Threshold #2,133.3,False,,,3921,154.2,False,,7.161,28.08,b9840788,13237780108
Workout,,81.0,0,0.0,2024-12-29T11:56:00Z,0,,,Workout,,334,,0,0,,,0.0,,2024-12-29,Lunch Workout,64.6,False,,,334,,True,,0.0,0.0,,13215152773
VirtualRide,131,135.0,19,20079.9,2024-12-29T08:55:37Z,0,37.711502,371.4,VirtualRide,,2929,82.7,0,135.0,,197,14.94,26.735635,2024-12-29,MyWhoosh - Active Recovery,121.6,False,,,2929,126.8,False,,6.856,20.08,b9840788,13213775827
VirtualRide,200,168.0,20,21124.0,2024-12-28T08:59:49Z,0,148.737491,668.3,VirtualRide,,3646,82.0,0,496.0,,517,22.9,-20.999937,2024-12-28,MyWhoosh - Free-ride volume,143.4,False,,,3646,183.3,False,,5.794,21.12,b9840788,13206250310
VirtualRide,162,159.0,24,30341.4,2024-12-27T09:06:12Z,0,3.498525,627.7,VirtualRide,,4214,72.3,0,139.0,,1109,17.86,50.761219,2024-12-27,MyWhoosh - Pure Strength #2,129.4,False,,,4214,148.9,False,,7.2,30.34,b9840788,13199066018
VirtualRide,161,154.0,19,34077.1,2024-12-24T09:04:52Z,0,54.62125,637.3,VirtualRide,,4205,80.2,0,58.0,,226,10.88,24.052213,2024-12-24,MyWhoosh - TT Speed #2,133.3,False,,,4205,151.6,False,,8.104,34.08,b9840788,13179788527
VirtualRide,138,139.0,14,26617.0,2024-12-23T08:28:30Z,0,55.276626,485.9,VirtualRide,,3553,73.0,0,109.0,,223,13.12,25.080921,2024-12-23,MyWhoosh - Zone 2 Endurance 30min,124.1,False,,,3553,136.7,False,,7.491,26.62,b9840788,13172871882
VirtualRide,158,157.0,16,23099.5,2024-12-22T09:12:59Z,0,146.715503,540.4,VirtualRide,,3672,75.7,0,255.0,,421,23.38,-19.253474,2024-12-22,MyWhoosh - Lactate Threshold #1,131.4,False,,,3672,147.2,False,,6.291,23.1,b9840788,13166578832
VirtualRide,156,167.0,22,30144.5,2024-12-15T09:26:40Z,0,38.255475,556.6,VirtualRide,,3789,84.9,0,96.0,,1057,12.88,26.851822,2024-12-15,MyWhoosh - Free-ride volume,130.9,False,,,3789,146.9,False,,7.956,30.14,b9840788,13119321885
VirtualRide,151,153.0,20,30019.3,2024-12-14T10:02:23Z,0,54.621255,549.4,VirtualRide,,3801,81.1,0,54.0,,425,10.88,24.052221,2024-12-14,MyWhoosh - Pure Strength #1,132.7,False,,,3801,144.5,False,,7.898,30.02,b9840788,13112570824
VirtualRide,150,154.0,19,28681.6,2024-12-12T08:10:38Z,0,54.62125,524.5,VirtualRide,,3612,85.3,0,51.0,,340,11.34,24.052194,2024-12-12,MyWhoosh - Endurance #1,140.0,False,,,3612,145.2,False,,7.941,28.68,b9840788,13098450594
VirtualRide,160,160.0,20,14087.9,2024-12-11T12:36:45Z,0,148.737502,590.9,VirtualRide,,3905,82.7,0,458.0,,248,15.44,-20.999971,2024-12-11,MyWhoosh - TT Speed #1,141.7,False,,,3905,151.3,False,,3.608,14.09,b9840788,13092998091
VirtualRide,140,149.0,18,25020.0,2024-12-10T22:17:34Z,0,3.498527,500.8,VirtualRide,,3617,81.1,0,138.0,,264,17.52,50.761219,2024-12-10,MyWhoosh - Zone 2 Endurance 30min,134.9,False,,,3617,138.4,False,,6.917,25.02,b9840788,13089468382
VirtualRide,131,146.0,24,19172.6,2024-12-08T09:06:49Z,0,146.495336,367.5,VirtualRide,,2894,82.7,0,133.0,,235,15.48,-19.361655,2024-12-08,MyWhoosh - Active Recovery,127.5,False,,,2894,127.0,False,,6.625,19.17,b9840788,13070475394
VirtualRide,154,169.0,22,23661.1,2024-12-07T10:27:55Z,0,54.62125,434.5,VirtualRide,,3023,85.1,0,47.0,,355,11.12,24.052202,2024-12-07,MyWhoosh - Endurance with 3 x 1min,138.3,False,,,3023,143.7,False,,7.827,23.66,b9840788,13064432688
VirtualRide,158,,19,15040.3,2024-12-06T05:50:24Z,0,-121.75802,301.1,VirtualRide,,1951,60.2,0,74.0,,351,13.18,37.414281,2024-12-06,MyWhoosh - Free-ride volume,,False,,,1951,154.3,False,,7.709,15.04,b9840788,13056635643
VirtualRide,141,154.0,18,25166.9,2024-12-05T05:46:39Z,0,55.300208,440.4,VirtualRide,,3292,83.1,0,46.0,,248,10.9,24.814202,2024-12-05,MyWhoosh - Endurance 8's,134.6,False,,,3292,133.8,False,,7.645,25.17,b9840788,13050100624
VirtualRide,156,172.0,24,26093.2,2024-12-03T21:32:06Z,0,-121.75802,504.5,VirtualRide,,3683,87.6,0,148.0,,1160,16.82,37.414281,2024-12-03,MyWhoosh - Phosphate 6,137.3,False,,,3683,137.0,False,,7.085,26.09,b9840788,13041148939
VirtualRide,133,148.0,21,27361.9,2024-12-02T06:28:56Z,0,55.30023,471.7,VirtualRide,,3608,83.1,0,52.0,,943,12.36,24.814205,2024-12-02,MyWhoosh - Zone 2 Endurance 30min,130.0,False,,,3608,130.7,False,,7.584,27.36,b9840788,13028253769
VirtualRide,150,158.0,20,20350.4,2024-12-01T11:13:51Z,0,146.715492,435.5,VirtualRide,,3134,75.2,0,201.0,,635,23.84,-19.253489,2024-12-01,MyWhoosh - Power Reps #1,137.0,False,,,3054,142.6,False,,6.664,20.35,b9840788,13022683268
VirtualRide,153,156.0,22,21468.4,2024-11-29T06:00:47Z,0,5.008105,535.0,VirtualRide,,3668,71.7,0,248.0,,301,17.36,50.18788,2024-11-29,MyWhoosh - Low Cadence Steps #1,138.3,False,,,3668,145.8,False,,5.853,21.47,b9840788,13006933640
VirtualRide,128,161.0,22,18130.4,2024-11-25T05:32:14Z,0,56.1527,324.0,VirtualRide,,2601,88.3,0,90.0,,230,15.02,24.5761,2024-11-25,MyWhoosh - Cadence Changers #1,142.7,False,,,2601,124.6,False,,6.971,18.13,b9840788,12977500017
VirtualRide,158,176.0,21,9770.2,2024-11-23T12:26:09Z,0,5.008068,267.3,VirtualRide,,1839,86.4,0,136.0,,308,17.66,50.187907,2024-11-23,MyWhoosh - 30/15's #2,148.6,False,,,1839,145.3,False,,5.313,9.77,b9840788,12964729994
VirtualRide,168,182.0,15,12964.3,2024-11-14T12:12:39Z,0,54.62125,239.5,VirtualRide,,1728,75.1,0,25.0,,348,12.14,24.052192,2024-11-14,MyWhoosh - Ramp Test - Ouch time to train again,139.1,False,,,1728,138.6,False,,7.502,12.96,b9840788,12898581491
Run,,172.0,23,5025.2,2024-11-13T15:34:32Z,0,-2.745622,,Run,,1930,79.0,0,68.1,,,6.34,53.220361,2024-11-13,Afternoon Run,151.2,False,6.17,,1859,,False,,2.703,5.03,,12892313274
Run,,173.0,21,8171.9,2024-09-24T18:53:16Z,3,-2.5796767976135015,,Run,,3015,79.6,1,50.0,,,4.819,53.26242869719863,2024-09-24,Evening Run,158.4,False,6.12,,3001,,False,,2.723,8.17,,12494695745
Run,,162.0,20,5101.6,2024-09-22T09:11:05Z,0,-2.5805532094091177,,Run,,1905,78.4,0,25.0,,,4.545,53.262449987232685,2024-09-22,Morning Run,147.1,False,6.17,,1888,,False,,2.702,5.1,,12473026979
Run,,173.0,17,5137.9,2024-09-18T18:55:23Z,0,-2.580232685431838,,Run,,2103,76.4,0,31.0,,,4.555,53.262126948684454,2024-09-18,Evening Run,142.4,False,6.55,,2019,,False,,2.545,5.14,,12444369906
Run,,176.0,23,7053.1,2024-09-16T18:37:05Z,1,-2.579822726547718,,Run,,2651,79.2,0,34.0,,,3.697,53.26232576742768,2024-09-16,Evening Run - with the pups,157.2,False,6.1,,2582,,False,,2.732,7.05,,12426603396
Run,,181.0,17,5020.9,2024-09-14T08:28:47Z,1,-2.579713426530361,,Run,,1811,80.0,0,30.0,,,3.69,53.26254000887275,2024-09-14,Morning Run,161.1,False,5.84,,1758,,False,,2.856,5.02,,12404862852
Golf,,153.0,9,9961.9,2024-09-06T14:44:12Z,0,-3.120966609567404,,Golf,,14377,,0,296.0,,,3.016,53.200916927307844,2024-09-06,Afternoon Golf,106.4,False,,,10479,,False,,0.951,9.96,,12342806153
Run,,173.0,24,10114.5,2024-09-03T21:57:23Z,0,-4.399572545662522,,Run,,4470,76.2,0,30.0,,,5.48,36.72276643104851,2024-09-03,Night Run,152.3,False,7.29,,4426,,False,,2.285,10.11,,12318858992
Run,,166.0,24,15014.7,2024-08-31T06:50:19Z,0,-5.805951459333301,,Run,,7225,76.6,0,118.0,,,3.513,36.748381443321705,2024-08-31,Morning Run - Ons was mos in Spanje,147.5,False,7.62,,6870,,False,,2.186,15.01,g22614267,12286245290
Run,,170.0,19,5165.2,2024-08-28T08:19:52Z,0,-5.9883839171379805,,Run,,2286,77.6,0,18.0,,,3.964,37.38558906130493,2024-08-28,Morning Run,150.3,False,7.02,,2177,,False,,2.373,5.17,,12261644818
Run,,162.0,19,6222.5,2024-08-26T10:48:03Z,0,-2.5798711739480495,,Run,,2637,76.9,0,38.0,,,3.431,53.262200290337205,2024-08-26,Morning Run,146.8,False,7.01,,2619,,False,,2.376,6.22,,12245179777
VirtualRide,165,177.0,18,15125.8,2024-08-26T09:45:43Z,0,-75.54009318351746,307.7,VirtualRide,,1950,82.6,0,116.0,,914,16.384,6.244979202747345,2024-08-26,MyWhoosh - Medellin City,146.7,False,,,1950,157.8,False,,7.757,15.13,b9840788,12244771541
Run,,182.0,12,5363.1,2024-08-23T19:38:17Z,1,-2.5796108320355415,,Run,,1962,78.8,0,35.0,,,4.342,53.2623836863786,2024-08-23,Evening Run,159.6,False,5.99,,1928,,False,,2.782,5.36,,12224250700
Run,,182.0,17,5049.1,2024-08-20T20:04:42Z,1,-2.57970311678946,,Run,,1858,78.2,1,24.0,,,3.872,53.26245417818427,2024-08-20,Evening Run,164.4,False,5.98,,1811,,False,,2.788,5.05,,12199088258
Run,,169.0,16,4809.1,2024-08-18T16:19:39Z,0,-2.579724406823516,,Run,,2077,74.9,0,28.0,,,4.008,53.262353176251054,2024-08-18,Afternoon Run,153.0,False,6.89,,1987,,False,,2.42,4.81,,12180659928
Golf,,157.0,17,9776.4,2024-08-18T07:54:45Z,0,-0.8193841762840748,,Golf,,14385,,0,215.0,,,1.857,52.27630306966603,2024-08-18,Morning Golf,109.8,False,,,10085,,False,,0.969,9.78,,12179973940
Golf,,115.0,10,33.4,2024-08-18T07:51:14Z,0,,,Golf,,136,,0,0.0,,,1.06,,2024-08-18,Morning Golf,103.5,False,,,52,,False,,0.643,0.03,,12176044602
Run,,170.0,19,5310.0,2024-08-10T09:14:51Z,0,-2.5802422408014536,,Run,,2130,76.5,0,23.0,,,3.556,53.2621902320534,2024-08-10,Morning Run,157.4,False,6.65,,2119,,False,,2.506,5.31,,12108889545
Run,,182.0,16,5027.3,2024-08-07T18:52:27Z,0,-2.5799483712762594,,Run,,1959,77.1,0,24.0,,,3.568,53.26230908744037,2024-08-07,Evening Run,151.4,False,6.19,,1866,,False,,2.694,5.03,,12088839557
Run,,182.0,19,5007.0,2024-08-05T17:27:01Z,0,-2.5798352994024754,,Run,,1994,77.7,0,24.0,,,3.387,53.26213767752051,2024-08-05,Afternoon Run,157.5,False,6.52,,1958,,False,,2.557,5.01,,12070983738
Run,,183.0,25,5024.0,2024-07-29T19:07:26Z,0,-2.5796736124902964,,Run,,1997,75.8,0,27.0,,,3.552,53.26243649236858,2024-07-29,Being a couch potato is not good for fitness…,167.8,False,6.45,,1946,,False,,2.582,5.02,,12012451846
Run,,182.0,15,5013.3,2024-04-23T17:45:42Z,0,-2.579903192818165,,Run,,2273,76.3,0,36.0,,,4.345,53.26238997280598,2024-04-23,Afternoon Run,150.6,False,6.85,,2060,,False,,2.434,5.01,,11247692097
VirtualRide,168,175.0,20,24238.8,2024-04-14T08:42:48Z,1,166.97225332260132,476.6,VirtualRide,,2963,81.5,0,181.0,,590,16.124,-11.636708825826645,2024-04-14,Zwift - Foundation in Watopia,152.0,False,,,2963,160.9,False,,8.18,24.24,b9840788,11177538594
